Crown,KingTower,LeftPrincess,RigthPrincess,CrownOpponent,KingTowerOpponent,LeftPrincessOpponent,RigthPrincessOpponent,Cluster
1,6408,2767,2104,0,5918,700,0,0
1,6408,350,1533,0,6408,1792,0,0
1,6408,2155,2044,0,6408,406,0,0
0,6211,3982,3982,0,6281,3982,3982,0
3,6408,4032,4032,0,0,0,0,2
1,6408,2954,1729,0,6408,739,0,0
0,6408,2814,0,1,5896,566,950,1
0,6408,3295,0,1,6310,1123,1876,1
0,6408,1993,0,1,6408,1718,2199,1
0,5033,4032,0,1,6408,2465,3212,1
2,6408,1233,4032,0,3821,0,0,2
0,6408,3744,0,1,6408,277,1162,1
1,6136,4032,1793,0,6408,4032,0,0
0,6408,3678,0,1,6408,3148,206,1
0,6408,1872,0,1,6408,3800,3267,1
1,5976,2778,1018,0,5206,3220,0,0
1,6063,2261,461,0,6408,3226,0,0
1,5987,1712,3495,0,6408,2607,0,0
0,4799,1588,0,1,4241,905,2281,1
3,6252,3609,2955,0,0,0,0,2
0,5195,2063,0,1,5195,1998,1118,1
1,6408,4032,1546,0,6408,4032,0,0
1,5327,1044,1713,0,6408,1154,0,0
0,6408,3883,0,1,6408,948,3916,1
1,0,0,0,3,3061,4032,0,1
0,5987,3176,0,1,6408,4032,2176,1
3,5688,0,0,2,0,0,0,2
0,5179,1504,0,1,5179,99,2803,1
2,4757,2605,0,1,6408,0,0,2
1,6408,2964,1118,0,6276,4032,0,0
2,4318,2401,0,1,5718,0,0,2
3,5817,2601,3808,0,0,0,0,2
2,0,0,0,3,1601,0,0,2
1,0,0,0,3,6408,3900,0,1
1,6408,3318,3962,0,1895,3758,0,0
2,0,0,0,3,3326,0,0,2
0,0,0,0,3,6408,2002,4032,1
1,6408,2879,1596,0,6408,3816,0,0
1,4544,0,0,2,6408,3816,0,1
1,6079,293,3703,0,5694,3263,0,0
0,5810,3013,0,1,5810,501,3326,1
1,6408,3584,2183,0,6408,2410,0,0
1,6408,0,0,2,4885,3328,0,1
1,6408,1431,1562,0,6408,4032,0,0
3,6408,2303,4032,0,0,0,0,2
1,6276,702,1076,0,6408,1870,0,0
1,6408,1262,4032,0,6408,4032,0,0
1,6408,1623,2878,0,6408,3916,0,0
1,6408,1193,3264,0,6408,3360,0,0
1,3576,566,3272,0,6408,2138,0,0
0,2997,3267,0,1,6408,2684,2023,1
1,6408,2193,2847,0,6408,3742,0,0
1,6408,1480,3264,0,6408,2795,0,0
0,5987,2186,0,1,6408,61,916,1
1,6408,1359,3524,0,3576,1234,0,0
1,3708,0,0,2,4378,3162,0,1
1,6408,171,3524,0,6408,4032,0,0
1,5423,0,0,2,6408,2263,0,1
1,6408,3916,1112,0,6408,3916,0,0
1,6310,2175,3346,0,2202,1292,0,0
0,0,0,0,3,5988,4032,4032,1
1,847,0,0,2,6408,2167,0,1
1,5817,3801,1783,0,6408,1306,0,0
3,5784,1326,0,1,0,0,0,2
0,6408,2843,0,1,6408,280,3452,1
1,6408,2037,3924,0,4630,3496,0,0
1,6408,295,4032,0,6408,4032,0,0
0,6408,4032,0,1,6254,4032,1018,1
1,6408,3308,4032,0,6408,1994,0,0
1,6408,3199,2424,0,4619,3628,0,0
0,6408,3954,0,1,6408,2492,230,1
0,6408,3584,0,1,6408,2494,3916,1
0,6408,4032,0,1,6408,4032,2440,1
0,6090,4032,0,1,6408,4032,1844,1
0,6408,2434,0,1,6408,3916,690,1
0,3872,2587,0,1,6408,3924,1221,1
1,6408,3117,4032,0,6408,4032,0,0
0,6084,3982,3982,0,6050,3982,3982,0
1,6408,2661,1884,0,6408,2604,0,0
1,885,0,0,2,5112,2560,0,1
0,6358,1072,2606,0,6358,1072,3399,0
1,6408,556,2764,0,4974,1651,0,0
0,5211,1648,0,1,5211,1169,2099,1
0,6408,3318,0,1,6408,2780,1957,1
1,6408,4032,499,0,6300,2981,0,0
1,6009,123,1243,0,6009,2766,0,0
0,3247,0,0,2,6408,2437,292,1
0,5396,4032,0,1,6408,4032,1609,1
1,6145,540,3205,0,6145,1609,0,0
1,6408,3047,932,0,6408,736,0,0
1,5734,534,4032,0,4012,3128,0,0
1,6408,1781,1363,0,6408,408,0,0
0,0,0,0,3,6134,4032,3510,1
1,5987,344,4032,0,6408,4032,0,0
2,4638,3916,0,1,5760,0,0,2
3,2877,0,0,2,0,0,0,2
3,4808,3765,0,1,0,0,0,2
0,0,0,0,3,6408,3640,4032,1
3,5373,3627,0,1,0,0,0,2
3,4356,1272,0,1,0,0,0,2
3,6002,0,0,2,0,0,0,2
0,3967,324,0,1,6278,647,540,1
3,5663,50,0,1,0,0,0,2
3,4074,64,0,1,0,0,0,2
2,5190,3008,0,1,5720,0,0,2
0,4138,2872,0,1,6408,1026,3054,1
0,6281,3982,3982,0,5767,3982,3982,0
1,6408,2248,3758,0,5832,3668,0,0
3,6048,3805,0,1,0,0,0,2
3,3509,3739,0,1,0,0,0,2
2,1126,2217,0,1,5111,0,0,2
0,6331,0,0,2,6408,1644,2672,1
0,4081,2865,0,1,6408,2436,1540,1
2,5720,957,0,1,3098,0,0,2
2,3951,1284,0,1,3209,0,0,2
1,4378,0,0,2,2475,4032,0,1
1,6088,369,1293,0,6088,1409,0,0
1,6408,3954,3400,0,6408,3610,0,0
0,6408,3784,0,1,6408,2977,3778,1
0,4974,2750,0,1,6408,2998,4032,1
1,6119,2871,1145,0,6119,3743,0,0
1,6408,2165,1572,0,5832,723,0,0
1,5884,1684,2405,0,5884,1520,0,0
0,6408,4032,0,1,6408,1727,4032,1
0,4934,1498,0,1,4934,314,360,1
0,6408,4032,0,1,6408,4032,87,1
0,0,0,0,3,6408,1545,57,1
1,6408,1538,3724,0,6408,415,0,0
0,2990,4032,0,1,6408,2344,3758,1
3,5988,4032,3206,0,0,0,0,2
0,6083,3286,0,1,6083,2939,11,1
2,2660,1830,0,1,299,0,0,2
0,1908,3016,0,1,6408,3756,3840,1
1,6408,1179,3954,0,6408,3680,0,0
1,2329,0,0,2,4332,552,0,1
1,6408,2863,2292,0,6408,71,0,0
1,6408,3285,3632,0,6408,1127,0,0
1,1403,0,0,2,3152,2080,0,1
1,6408,0,0,2,6408,163,0,1
1,6408,1872,1670,0,6408,4032,0,0
1,6408,2056,3333,0,4885,4032,0,0
1,6408,1204,2506,0,6408,1015,0,0
0,2739,4032,0,1,6408,2640,1759,1
1,6408,1840,3738,0,6408,4032,0,0
1,6408,1627,3265,0,6408,1626,0,0
1,5122,475,2038,0,5200,1075,0,0
0,6408,1660,0,1,6408,400,4032,1
0,6408,4032,0,1,6276,1950,2998,1
2,5454,3425,3598,0,5442,0,0,0
0,6276,4032,0,1,6408,1035,3028,1
2,4416,1440,0,1,6408,0,0,2
0,6408,3626,0,1,4992,532,4032,1
0,6090,4032,0,1,6408,1982,4032,1
1,5025,2649,301,0,5025,2649,0,0
1,6408,817,1888,0,6408,1817,0,0
1,6408,4032,1710,0,6408,4032,0,0
0,6276,4032,0,1,6408,1766,4032,1
0,6408,3462,0,1,6408,2038,1917,1
1,6408,4032,524,0,6408,3008,0,0
0,6408,3778,0,1,5988,930,3916,1
1,5987,3627,1846,0,6408,4032,0,0
0,0,0,0,3,6408,536,4032,1
0,6091,3345,0,1,6091,3599,49,1
1,6408,4032,1005,0,6408,4032,0,0
1,6408,4032,4032,0,6408,2698,0,0
1,3880,0,0,2,5718,3104,0,1
1,6408,3504,842,0,6276,4032,0,0
0,6408,3776,0,1,6408,1236,4032,1
1,6408,372,3523,0,6408,3206,0,0
1,6408,4032,78,0,6408,3900,0,0
1,6408,4032,2366,0,6276,2836,0,0
0,6231,4032,0,1,4896,956,1672,1
1,6408,3680,3143,0,6408,4032,0,0
1,5904,1826,3758,0,6276,1559,0,0
0,6408,2790,0,1,6408,885,3072,1
0,6408,3688,0,1,6408,3008,885,1
2,1441,4032,0,1,692,0,0,2
1,6408,2972,2114,0,3783,3916,0,0
1,6330,3816,302,0,2421,730,0,2
0,6408,3393,0,1,6408,1724,1373,1
1,6408,3816,2487,0,6408,2238,0,0
0,3198,4032,0,1,6276,32,2240,1
3,6408,2186,4032,0,0,0,0,2
2,4254,779,0,1,1347,0,0,2
1,0,0,0,3,1204,3375,0,1
3,6408,1547,0,1,0,0,0,2
1,6408,1066,1754,0,6408,1518,0,0
0,6408,470,0,1,6408,120,1547,1
2,6331,3250,0,1,2705,0,0,2
0,2020,4032,0,1,6408,3454,1082,1
1,6408,2318,1300,0,3708,1833,0,0
1,6408,2620,650,0,6408,2588,0,0
0,5605,3495,0,1,6408,3924,292,1
1,6408,2811,4032,0,6408,3762,0,0
0,891,2096,0,1,6408,3271,3695,1
1,6408,111,3117,0,5760,2009,0,0
1,6408,77,2399,0,6408,1028,0,0
3,6408,4032,1912,0,0,0,0,2
1,5827,1706,312,0,6408,1804,0,0
0,6408,1682,0,1,6408,352,470,1
3,3635,2419,0,1,0,0,0,2
0,4738,3320,0,1,6408,918,2699,1
3,2236,1831,0,1,0,0,0,2
0,6408,3490,0,1,6408,2413,2364,1
1,6408,1549,3916,0,6408,3008,0,0
1,6408,3184,2373,0,5454,3758,0,0
1,6408,3265,2749,0,6408,460,0,0
1,5900,0,0,2,6408,3396,0,1
0,6408,1949,0,1,6408,2114,2963,1
0,6408,4032,0,1,6408,1253,2688,1
1,6261,2573,3510,0,6408,1476,0,0
0,4720,0,0,2,6408,4032,2345,1
0,6408,1491,0,1,6408,1122,1534,1
0,5242,2323,0,1,6408,1784,1900,1
1,6408,2518,3900,0,6408,3743,0,0
0,6408,3492,0,1,6408,4032,2153,1
1,6408,2573,4032,0,6408,991,0,0
0,6408,3580,0,1,6408,2984,2460,1
0,6408,3856,0,1,6408,1244,1982,1
3,6408,3532,4032,0,0,0,0,2
0,6300,954,0,1,6408,2824,2153,1
1,6408,3250,2207,0,4553,2143,0,0
0,6408,4032,0,1,6408,4032,571,1
0,6408,53,0,1,6408,2948,3873,1
0,5448,2436,0,1,5130,2720,1846,1
1,1808,0,0,2,5613,597,0,1
1,6408,2467,38,0,6408,1924,0,0
1,6408,3223,2246,0,6408,3136,0,0
0,5354,854,0,1,5354,1730,732,1
1,5627,1002,1091,0,5627,2594,0,0
3,6330,3954,3146,0,0,0,0,2
0,6408,1640,0,1,6408,3237,3066,1
1,6114,2657,1270,0,3500,1306,0,0
0,5760,374,0,1,6408,3732,685,1
1,6408,1104,1209,0,6369,4032,0,0
1,452,0,0,2,4480,396,0,1
1,6408,3524,716,0,6408,3888,0,0
0,6408,3608,0,1,3500,3016,2652,1
1,6408,453,1870,0,5200,3778,0,0
1,6408,1967,3206,0,4394,3507,0,0
1,0,0,0,3,950,893,0,2
1,5145,3015,3678,0,6090,3143,0,0
1,6408,4032,2283,0,5242,3680,0,0
1,6107,0,0,2,2269,2032,0,1
0,6408,3396,0,1,4394,1786,2508,1
1,5768,1475,4032,0,6408,3888,0,0
1,6408,2589,2393,0,6366,3382,0,0
3,6331,1392,4032,0,0,0,0,2
1,6408,3297,1840,0,6408,3135,0,0
1,0,0,0,3,3546,4032,0,1
1,6408,3152,1858,0,4140,3060,0,0
1,6408,3586,723,0,4394,4032,0,0
1,5768,2215,1322,0,6408,3888,0,0
1,6408,2592,3549,0,6408,4032,0,0
1,0,0,0,3,3904,435,0,1
1,6408,1399,2769,0,6108,3622,0,0
1,5987,959,3916,0,6408,3714,0,0
0,6408,4032,0,1,6408,2870,4032,1
1,5896,2379,2740,0,5896,1979,0,0
2,6408,3936,0,1,4688,0,0,2
0,4815,1274,0,1,4483,1902,2235,1
1,6408,4032,1374,0,6408,4032,0,0
1,4128,0,0,2,6044,890,0,1
0,5987,4032,0,1,6408,3527,3620,1
1,3905,0,0,2,803,195,0,2
0,5896,4032,0,1,6408,3146,4032,1
2,3986,967,0,1,5173,0,0,2
3,6331,3508,4032,0,0,0,0,2
0,6408,4032,0,1,6408,2954,4032,1
1,3299,0,0,2,5646,3394,0,1
1,6408,3966,2376,0,3482,3264,0,0
0,6408,3900,0,1,6408,4032,3206,1
0,6408,1813,0,1,6408,3651,4032,1
0,4724,4032,0,1,6108,4032,2118,1
1,6408,3871,900,0,6408,4032,0,0
1,6408,1011,2072,0,6408,1922,0,0
0,3461,2263,0,1,6408,4032,1916,1
1,6408,1904,1940,0,6408,2684,0,0
1,5242,1019,801,0,6408,3226,0,0
2,5165,1017,0,1,1562,0,0,2
3,6408,3056,3002,0,0,0,0,2
0,6408,3708,0,1,6408,4032,827,1
1,1324,0,0,2,6408,4032,0,1
1,6408,2927,177,0,6408,2853,0,0
1,6408,2118,3135,0,6249,4032,0,0
0,6408,4032,0,1,6408,4032,69,1
1,6076,1275,343,0,6076,1566,0,0
0,6408,4032,0,1,6408,4032,1090,1
0,5141,1279,0,1,6276,3476,2875,1
0,1564,0,0,2,6408,251,2720,1
1,6408,4032,2038,0,6408,3564,0,0
0,0,0,0,3,6366,4032,3074,1
1,6408,1220,2292,0,6408,1440,0,0
0,6408,4032,0,1,6408,3502,4032,1
0,6408,1988,0,1,6408,1552,3416,1
1,6261,2347,1793,0,5560,4032,0,0
0,0,0,0,3,6330,2768,1412,1
0,0,0,0,3,6408,4032,4032,1
1,4690,318,910,0,4690,68,0,2
0,6408,3924,0,1,6408,1926,3608,1
1,242,0,0,2,4606,2222,0,1
1,5608,2800,675,0,5608,3232,0,0
1,3543,0,0,2,6252,694,0,1
0,5311,2054,0,1,3905,1390,491,1
1,6408,3221,1500,0,6408,3714,0,0
1,0,0,0,3,5242,3392,0,1
0,0,0,0,3,6408,3714,2188,1
1,6408,3784,2841,0,6324,3282,0,0
0,6310,506,0,1,6408,1878,3776,1
1,6408,3644,1846,0,6408,3680,0,0
1,6408,3165,3276,0,6408,3252,0,0
0,6408,883,0,1,6324,4032,287,1
0,0,0,0,3,6408,4032,3518,1
0,0,0,0,3,6408,536,2002,1
1,5987,1483,2166,0,6276,1394,0,0
0,6408,4032,0,1,6408,4032,1774,1
1,0,0,0,3,5896,3916,0,1
1,5995,0,0,2,6128,3388,0,1
0,4426,1349,0,1,6408,748,3642,1
1,5957,3104,1712,0,6188,3812,0,0
2,2870,1531,0,1,4065,0,0,2
1,6192,0,0,2,6288,1743,0,1
1,5481,1047,1869,0,2217,1475,0,0
0,6408,4032,0,1,6408,1128,4032,1
0,6310,1062,0,1,6408,2018,3714,1
0,6408,373,0,1,6088,2994,1809,1
1,6408,3534,2586,0,6006,1807,0,0
1,6408,2720,3358,0,6408,2049,0,0
1,6408,1205,2539,0,6090,4032,0,0
1,4428,0,0,2,6090,1992,0,1
1,5192,2708,1376,0,4026,2484,0,0
1,6408,829,2557,0,960,2339,0,0
0,6408,4032,0,1,6408,3446,2889,1
0,6408,839,0,1,6408,3360,916,1
0,6408,3077,0,1,6408,2112,2974,1
1,6408,1743,202,0,6408,2598,0,0
0,6408,656,0,1,6408,3524,2795,1
0,6408,3434,0,1,6408,1616,3651,1
1,6408,4032,2440,0,6408,4032,0,0
1,6408,406,2759,0,6408,3954,0,0
0,3833,3245,0,1,6408,3184,2884,1
1,6408,4032,1952,0,6408,4032,0,0
1,6408,280,3665,0,6408,4032,0,0
1,6408,2520,404,0,6408,4032,0,0
1,6276,1150,3900,0,4884,2000,0,0
1,6408,4032,312,0,6408,3524,0,0
0,6096,2737,0,1,6096,2093,2959,1
0,6408,4032,0,1,6408,1842,2270,1
1,0,0,0,3,5005,3300,0,1
1,5691,2299,2811,0,5691,2796,0,0
0,5786,4032,0,1,6408,2579,3520,1
0,4912,945,0,1,4912,59,1960,1
0,5987,3078,0,1,6408,2240,1749,1
0,6408,4032,0,1,6408,1645,4032,1
1,6408,135,4032,0,6408,4032,0,0
0,6408,4032,0,1,6408,3684,2473,1
1,6408,2758,1979,0,3722,438,0,0
1,5230,2217,180,0,5230,2738,0,0
1,6408,3822,988,0,5982,3434,0,0
1,6408,1999,2226,0,5232,2278,0,0
1,6408,2140,4032,0,6408,4032,0,0
1,6408,3576,4032,0,6408,3024,0,0
1,6408,3708,32,0,6408,2856,0,0
0,5718,2951,0,1,6408,3402,1120,1
1,6408,3184,273,0,4154,3444,0,0
0,6408,2536,0,1,6408,4032,2858,1
0,6408,507,0,1,6408,3836,712,1
1,6408,1738,748,0,4796,16,0,0
1,6408,2624,1991,0,6408,1962,0,0
0,6408,2143,0,1,5722,1362,2660,1
1,6191,215,2500,0,6191,1600,0,0
0,6408,1731,0,1,6408,1663,415,1
0,6408,4032,0,1,6408,3339,383,1
1,6408,4032,3552,0,4614,3033,0,0
1,2513,0,0,2,5370,2412,0,1
2,4548,581,0,1,6408,0,0,2
1,5700,2509,273,0,5700,2916,0,0
1,6408,3778,4032,0,5992,3658,0,0
1,6408,723,4032,0,6266,1678,0,0
1,6408,2730,3168,0,6134,3890,0,0
0,6408,2168,0,1,6408,3577,3500,1
1,6408,159,448,0,6408,4032,0,0
1,6082,1074,406,0,5851,3182,0,0
0,6408,2958,0,1,6408,1733,3642,1
0,6408,2018,0,1,6408,841,3642,1
1,6408,2614,570,0,6408,2138,0,0
1,6288,0,0,2,6408,2976,0,1
0,6408,4032,0,1,6408,4032,2216,1
1,6408,4032,1152,0,6408,4032,0,0
0,6408,4032,0,1,6177,3871,744,1
1,6408,2587,1892,0,6177,2856,0,0
1,6408,1608,1774,0,6408,3416,0,0
1,5488,1726,2422,0,5488,2413,0,0
1,6408,1954,105,0,6408,1082,0,0
0,6408,3724,0,1,6408,3531,661,1
1,6045,3437,1207,0,6045,1710,0,0
0,4030,2972,0,1,6408,3564,2864,1
1,6408,4032,2180,0,6408,4032,0,0
1,5955,0,0,2,5526,763,0,1
0,6408,3028,0,1,6408,1734,3890,1
0,4631,1285,0,1,4631,23,1205,1
2,6115,2825,0,1,6408,0,0,2
1,6063,1330,2392,0,6408,3758,0,0
1,6408,4032,1195,0,6408,3352,0,0
1,5112,1327,2336,0,5112,2098,0,0
1,6408,3257,2434,0,6408,4032,0,0
2,6408,3708,2628,0,351,0,0,2
2,4482,53,0,1,5423,0,0,2
1,6408,3180,4032,0,6408,3704,0,0
1,6408,862,1922,0,6408,1602,0,0
1,5720,2401,1369,0,6408,3520,0,0
1,6276,113,2712,0,6408,2402,0,0
0,6408,4032,0,1,6134,1744,4032,1
1,6063,2910,1725,0,6408,4032,0,0
2,2017,2272,0,1,5874,0,0,2
1,6408,1606,4032,0,5242,2985,0,0
1,6408,2688,1551,0,5242,3033,0,0
3,6408,2970,2671,0,0,0,0,2
2,4317,555,0,1,5946,0,0,2
1,0,0,0,3,4154,2046,0,1
0,4507,4032,0,1,6408,2254,19,1
0,5242,4032,0,1,6408,228,3876,1
1,6408,0,0,2,5242,801,0,1
1,6408,3784,1135,0,6408,1644,0,0
0,6408,3336,0,1,6408,3084,227,1
1,6408,22,3271,0,5694,4032,0,0
1,5042,0,0,2,6408,3288,0,1
2,814,3720,0,1,5436,0,0,2
3,2757,0,0,2,0,0,0,2
2,6408,61,0,1,5014,0,0,2
2,1684,3224,0,1,5130,0,0,2
1,0,0,0,3,3362,3360,0,1
1,0,0,0,3,5098,3744,0,1
2,0,0,0,3,706,0,0,2
3,5596,3684,0,1,0,0,0,2
1,5442,0,0,2,6408,1454,0,1
1,6408,1024,4032,0,6408,4032,0,0
1,4394,3912,1363,0,6408,3270,0,0
1,6408,4032,416,0,6408,1434,0,0
3,5295,3021,4032,0,0,0,0,2
3,6408,2954,4032,0,0,0,0,2
0,6090,1085,0,1,6408,2889,120,1
1,5242,1694,2041,0,4861,2570,0,0
1,6249,2216,1329,0,6408,3454,0,0
1,6408,2187,1371,0,6408,3714,0,0
0,3466,1025,0,1,6408,3524,1546,1
1,0,0,0,3,5242,3333,0,1
1,6408,2055,1138,0,6408,4032,0,0
2,754,1704,0,1,6408,0,0,2
0,6055,1205,0,1,6055,1366,412,1
1,0,0,0,3,5514,694,0,1
1,0,0,0,3,4122,3778,0,1
0,4932,3154,0,1,6408,3556,3712,1
0,6063,3776,0,1,6154,3714,2104,1
0,6408,4032,0,1,6154,4032,1450,1
1,6408,1512,2884,0,6408,4032,0,0
1,6408,4032,1688,0,3500,1904,0,0
1,6408,4032,3354,0,6408,4032,0,0
0,6408,3170,0,1,6408,4032,164,1
0,5623,751,0,1,5455,2877,2525,1
1,6408,4032,3502,0,6408,4032,0,0
1,0,0,0,3,6088,4032,0,1
0,6408,3955,0,1,6408,1332,4032,1
1,6276,2582,1958,0,6408,1400,0,0
2,5509,1516,0,1,6090,0,0,2
0,6408,3808,0,1,6408,3888,3177,1
1,6408,1539,3954,0,5448,3138,0,0
0,3924,1548,0,1,3606,1500,1060,1
1,6192,1838,3510,0,6408,4032,0,0
1,6408,3283,2645,0,4734,3460,0,0
1,5896,2616,121,0,6408,4032,0,0
2,5868,3064,0,1,5118,0,0,2
1,6408,3916,2168,0,6408,956,0,0
1,6408,1604,433,0,6118,2902,0,0
1,6408,4032,3354,0,6408,2967,0,0
1,6408,3731,2541,0,6408,4032,0,0
0,6408,4032,0,1,6408,2043,3836,1
1,6408,345,2688,0,5820,2257,0,0
1,6408,4032,1165,0,6408,4032,0,0
0,6408,4032,0,1,4633,849,4032,1
0,6330,3598,0,1,6408,1517,3424,1
1,6408,3584,10,0,6408,1611,0,0
0,6408,4032,0,1,6408,4032,1983,1
3,2477,0,0,2,0,0,0,2
3,6408,4032,3379,0,0,0,0,2
0,6408,3755,0,1,6408,3456,3456,1
1,6062,4032,945,0,6408,4032,0,0
0,6408,3684,0,1,6408,4032,3758,1
0,5541,4032,0,1,6408,2221,4032,1
0,4376,3742,0,1,6408,2880,168,1
0,4925,2549,0,1,4925,721,2549,1
0,6408,4032,0,1,5979,885,1748,1
1,6408,811,4032,0,934,3251,0,0
1,6408,2562,3053,0,6408,3322,0,0
1,6408,2966,4032,0,6408,4032,0,0
1,6276,4032,933,0,6053,4032,0,0
0,6408,3742,0,1,6408,4032,1346,1
1,6408,1500,4032,0,6056,2976,0,0
1,6408,220,3410,0,6408,2053,0,0
1,6408,162,4032,0,5242,3392,0,0
0,5392,2344,0,1,6408,3778,3778,1
1,6408,2529,2028,0,6408,4032,0,0
1,6408,4032,1353,0,6408,4032,0,0
0,6408,3792,0,1,4282,2528,4032,1
0,6330,4032,0,1,5718,3179,2820,1
0,6408,2841,0,1,6408,2671,4032,1
1,5996,1199,504,0,6408,1720,0,0
1,0,0,0,3,5832,1674,0,1
2,4003,2000,0,1,3943,0,0,2
1,5988,0,0,2,5654,1162,0,1
1,3730,0,0,2,4178,3805,0,1
2,5453,219,0,1,6408,0,0,2
3,5242,4032,0,1,0,0,0,2
1,6408,983,3742,0,6168,2323,0,0
2,6408,2831,0,1,5984,0,0,2
2,5704,289,0,1,5286,0,0,2
1,6330,0,0,2,3340,3445,0,1
2,6152,64,0,1,3974,0,0,2
1,6408,0,0,2,5384,2323,0,1
3,6408,2878,0,1,0,0,0,2
1,4922,0,0,2,5448,4032,0,1
2,0,0,0,3,6408,0,0,1
0,6261,1896,0,1,6408,2132,2587,1
0,6408,3629,0,1,5392,536,2489,1
2,6408,1298,0,1,3524,0,0,2
1,6408,3800,3632,0,6408,538,0,0
0,5145,3411,0,1,6408,3808,3010,1
0,6408,2193,0,1,6408,1741,2834,1
1,3396,0,0,2,4809,557,0,1
3,5514,3668,0,1,0,0,0,2
3,2248,0,0,2,0,0,0,2
1,5832,3668,1904,0,5330,2721,0,0
1,6408,4032,1832,0,6408,4032,0,0
1,6408,4032,873,0,6408,4032,0,0
1,3133,0,0,2,6408,1560,0,1
0,5769,3399,0,1,6408,3318,1879,1
0,6408,1902,0,1,6408,3916,853,1
0,6408,4032,0,1,6408,571,3678,1
1,6408,4032,2040,0,6408,4032,0,0
1,6408,4032,2729,0,6276,3216,0,0
0,5987,2744,0,1,6408,3008,823,1
1,6154,3058,2658,0,6408,4032,0,0
0,6408,3954,0,1,6408,455,2496,1
1,5053,0,0,2,4329,615,0,1
1,6408,4032,1673,0,6408,3302,0,0
1,6408,1329,2542,0,6408,2587,0,0
1,6134,2993,3916,0,6337,4032,0,0
2,6408,2694,0,1,5600,0,0,2
0,0,0,0,3,6408,4032,2891,1
1,6408,2912,1267,0,6408,861,0,0
0,6408,185,0,1,6408,2159,1184,1
3,6134,4032,2949,0,0,0,0,2
3,6408,3484,3600,0,0,0,0,2
3,3324,2751,0,1,0,0,0,2
3,6408,2639,3570,0,0,0,0,2
1,6408,3351,1109,0,6408,3225,0,0
0,6408,4032,0,1,6408,4032,596,1
3,6249,2252,0,1,0,0,0,2
1,6408,1315,1437,0,6408,208,0,0
0,4096,4032,0,1,6331,900,4032,1
0,6408,806,0,1,6408,2520,150,1
1,6408,3093,937,0,5698,3625,0,0
0,6408,3916,0,1,6408,3100,91,1
1,6408,3414,3198,0,6408,3336,0,0
0,6408,4032,0,1,6408,2060,192,1
1,6408,1441,2093,0,6408,3816,0,0
0,6330,2958,0,1,5976,199,2069,1
0,6408,4032,0,1,6254,982,3316,1
1,5739,2588,187,0,4892,713,0,0
0,6408,4032,0,1,6408,706,1959,1
1,6408,1866,299,0,6408,2777,0,0
0,6408,4032,0,1,6408,3856,1258,1
1,6408,3169,723,0,4309,2419,0,0
2,5303,2232,0,1,3522,0,0,2
1,6408,4032,1619,0,4386,3615,0,0
0,6280,3982,3982,0,6358,3982,3982,0
3,6408,3770,2876,0,0,0,0,2
0,5946,3547,0,1,6408,4032,3281,1
2,0,0,0,3,5397,0,0,2
3,6408,3924,2518,0,0,0,0,2
0,0,0,0,3,4274,2352,3618,1
1,6408,450,2413,0,6408,2979,0,0
0,6280,3982,3982,0,6211,3982,3982,0
3,6408,3695,2032,0,0,0,0,2
0,6408,1951,0,1,6408,4032,1582,1
1,6408,198,2311,0,3585,3358,0,0
1,6408,1688,4032,0,6408,3897,0,0
1,6408,1469,4032,0,3958,2132,0,0
1,6408,4032,94,0,4653,1800,0,0
0,5122,2198,0,1,524,2452,1063,1
0,6120,208,0,1,5453,3808,3445,1
2,6408,366,3527,0,1919,0,0,2
1,6408,1083,4032,0,6408,3358,0,0
0,6408,293,0,1,6408,1306,2200,1
1,6330,4032,1519,0,5252,1024,0,0
0,6408,3102,0,1,6408,1110,2403,1
1,6408,3104,1703,0,6408,2272,0,0
1,6408,2338,4032,0,6408,3816,0,0
0,6408,2542,0,1,6408,1681,2272,1
1,6408,1826,3916,0,6408,3040,0,0
1,1700,0,0,2,4361,1565,0,1
1,6408,4032,725,0,6408,4032,0,0
0,6134,2105,0,1,6408,548,2744,1
1,6408,3100,1288,0,6254,3755,0,0
0,6358,3982,3982,0,6358,3982,3982,0
1,6408,3306,2482,0,6408,4032,0,0
3,6408,3360,3220,0,0,0,0,2
1,6408,2140,445,0,6408,3260,0,0
0,6280,3982,3982,0,6084,3982,3982,0
1,6408,2681,1862,0,6408,4032,0,0
3,6408,3407,3758,0,0,0,0,2
0,0,0,0,3,6134,3512,3600,1
1,6408,2391,2021,0,6408,1065,0,0
0,0,0,0,3,6134,4032,3153,1
1,6408,2023,4032,0,5328,3498,0,0
1,6408,3349,404,0,6177,3328,0,0
0,6408,3036,0,1,6408,3153,1157,1
3,6408,4032,3885,0,0,0,0,2
1,6408,1574,3016,0,6408,1653,0,0
0,6408,2544,0,1,6408,3358,1837,1
1,6408,3916,3916,0,6408,4032,0,0
1,6408,3651,2016,0,6408,4032,0,0
0,6408,1026,0,1,6408,2674,2537,1
1,6408,3452,683,0,6408,1511,0,0
3,1450,3808,0,1,0,0,0,2
2,6408,3692,3611,0,5112,0,0,0
0,6408,3584,0,1,6408,2164,3738,1
1,6408,3374,2456,0,6408,3237,0,0
0,6408,856,0,1,6408,3011,1933,1
1,6261,2632,3885,0,6408,1794,0,0
1,3371,0,0,2,6003,2727,0,1
1,5412,0,0,2,2322,3247,0,1
3,6408,4032,1776,0,0,0,0,2
