Crown,KingTower,LeftPrincess,RigthPrincess,CrownOpponent,KingTowerOpponent,LeftPrincessOpponent,RigthPrincessOpponent,Cluster
0,5373,2766,0,1,6408,1588,3805,1
3,6408,2658,4032,0,0,0,0,2
1,0,0,0,3,6195,4032,0,1
0,6408,1638,0,1,6408,2599,2967,1
1,6408,836,1211,0,6100,2991,0,0
1,6408,3542,407,0,6408,2321,0,0
1,6408,3784,2108,0,6408,3578,0,0
0,6408,757,0,1,6168,2760,2332,1
1,6408,3680,1411,0,6408,1639,0,0
1,6408,1305,3890,0,5953,3103,0,0
1,0,0,0,3,5248,1956,0,1
3,3091,2122,0,1,0,0,0,2
1,6408,1611,961,0,6072,2075,0,0
1,6408,953,3077,0,3453,3800,0,0
1,6408,4032,2391,0,3377,1122,0,0
2,6408,938,0,1,5129,0,0,2
0,6276,2247,0,1,6408,1122,440,1
2,6316,239,0,1,5382,0,0,2
0,6408,4032,0,1,6408,4032,1867,1
3,6408,3378,3184,0,0,0,0,2
0,6030,3654,0,1,5946,2983,280,1
0,6408,1906,0,1,6324,2257,1232,1
1,6408,3651,260,0,5718,2023,0,0
1,6408,221,3600,0,6072,3034,0,0
0,6408,3646,0,1,6408,2129,525,1
1,6408,1529,4032,0,5568,3612,0,0
2,4603,926,0,1,1612,0,0,2
1,6408,1409,4032,0,5482,3190,0,0
0,6276,2684,0,1,6408,421,3611,1
3,6134,2370,0,1,0,0,0,2
3,4605,3916,0,1,0,0,0,2
1,2336,0,0,2,6408,2488,0,1
1,6408,2300,4032,0,3438,739,0,0
0,6408,3506,0,1,6240,2500,2317,1
1,6408,27,2004,0,6408,3492,0,0
3,6408,2396,412,0,0,0,0,2
1,6090,1205,3819,0,6408,3704,0,0
1,6408,4032,1662,0,6408,4032,0,0
0,4924,2226,0,1,6408,4032,1548,1
0,6408,2566,0,1,4102,468,2719,1
3,4394,2404,0,1,0,0,0,2
1,6300,2412,3878,0,6408,2137,0,0
0,3087,4032,0,1,6408,2972,230,1
1,6408,3496,4032,0,2160,4032,0,0
0,4498,0,0,2,6408,3016,3446,1
1,1754,0,0,2,1834,3234,0,1
2,1929,3816,0,1,4782,0,0,2
0,6358,3982,3982,0,4680,3982,3982,0
1,6408,1274,498,0,2738,837,0,2
0,6408,1789,0,1,6408,3500,1150,1
0,6408,3351,0,1,6408,3892,979,1
2,6408,3122,0,1,6408,0,0,2
3,6408,3900,3916,0,0,0,0,2
0,6408,3900,0,1,6408,3878,2486,1
1,6408,1833,1885,0,6408,2244,0,0
1,6408,1719,3089,0,6408,3390,0,0
1,6002,0,0,2,6408,2880,0,1
1,6408,4032,2106,0,5295,4032,0,0
1,6408,3890,3800,0,4176,1356,0,0
0,6408,4032,0,1,6408,3954,2456,1
1,6408,1869,2629,0,6408,2078,0,0
1,3431,0,0,2,5034,3570,0,1
1,0,0,0,3,4177,3695,0,1
1,5828,0,0,2,4896,1994,0,1
1,6408,1440,2960,0,6408,3036,0,0
1,6408,4032,1101,0,6240,2583,0,0
1,6408,3188,1422,0,6408,3767,0,0
1,6408,2232,3108,0,6249,3311,0,0
1,6250,494,3227,0,6082,2522,0,0
1,6408,4032,1708,0,6408,3549,0,0
0,6134,3916,0,1,4988,2000,1956,1
1,6408,1962,3661,0,5698,2994,0,0
0,6408,3742,0,1,6408,4032,2190,1
1,6408,4032,2729,0,5698,3513,0,0
0,6408,1581,0,1,6408,3808,1956,1
1,6408,3954,2104,0,6408,2941,0,0
1,0,0,0,3,2131,2475,0,1
1,6089,2651,436,0,6089,585,0,0
1,6338,2702,748,0,6261,2971,0,0
1,6276,1490,3262,0,6054,3416,0,0
0,6408,4032,0,1,6408,1574,4032,1
1,6408,576,1535,0,6408,1717,0,0
1,6408,3513,1936,0,6408,3303,0,0
0,6408,3210,0,1,6408,2962,3110,1
1,6324,2111,1365,0,6408,3450,0,0
3,6408,1596,3524,0,0,0,0,2
0,6408,3608,0,1,6408,1027,3662,1
0,0,0,0,3,6408,3468,4032,1
2,978,49,0,1,1055,0,0,2
0,6408,4032,0,1,6408,1872,306,1
0,0,0,0,3,6408,3955,3422,1
1,5955,2406,1184,0,5955,895,0,0
0,6408,2650,0,1,6408,2863,3066,1
1,6408,912,3219,0,5566,1753,0,0
1,5397,0,0,2,1983,1477,0,2
1,6408,3890,1860,0,6408,3534,0,0
0,4893,1054,0,1,6408,2665,2299,1
1,6408,3114,2991,0,5832,1539,0,0
2,6408,941,4032,0,4276,0,0,2
1,6408,1296,3276,0,4787,2271,0,0
1,6408,3035,3096,0,4423,1675,0,0
0,6408,4032,0,1,3805,792,2704,1
1,6408,980,3110,0,5987,3611,0,0
1,6408,3190,2198,0,4216,871,0,0
0,6408,3204,0,1,6408,2089,1077,1
0,6408,4032,0,1,4871,3524,1225,1
1,1384,0,0,2,780,1160,0,2
2,4675,31,0,1,5984,0,0,2
3,6408,4032,1129,0,0,0,0,2
1,6408,4032,1432,0,6254,4032,0,0
1,6408,1971,1229,0,5017,4032,0,0
2,5277,1770,0,1,4762,0,0,2
1,6408,503,2719,0,6408,2724,0,0
1,6408,389,2621,0,6177,1969,0,0
0,6408,4032,0,1,6408,4032,1790,1
0,6408,4032,0,1,6408,544,4032,1
0,6408,3252,0,1,6408,4032,1234,1
0,6408,4032,0,1,6408,1078,1915,1
0,0,0,0,3,6408,117,4032,1
1,0,0,0,3,6408,805,0,1
1,5640,0,0,2,4992,1473,0,1
2,3234,2159,0,1,3820,0,0,2
1,0,0,0,3,4560,269,0,1
0,6408,4032,0,1,6408,3180,253,1
1,6408,2814,456,0,2749,2659,0,0
0,6408,4032,0,1,6408,4032,1616,1
3,5095,3738,0,1,0,0,0,2
1,6408,383,4032,0,6408,3465,0,0
1,6408,1010,2301,0,6408,465,0,0
0,6408,3765,0,1,6408,2572,4032,1
1,4569,0,0,2,6408,1475,0,1
0,0,0,0,3,6408,2625,1762,1
1,6408,1034,1307,0,6408,2628,0,0
1,6408,14,2560,0,6408,2438,0,0
1,6408,4032,2173,0,6408,3160,0,0
2,5704,3390,0,1,5114,0,0,2
3,1411,0,0,2,0,0,0,2
0,6408,3776,0,1,6408,3416,72,1
1,6408,1727,2863,0,6408,2672,0,0
2,5090,4032,1965,0,5354,0,0,2
0,6408,1897,0,1,6408,3622,2102,1
0,5987,4032,0,1,6408,3076,2024,1
1,5698,937,1448,0,6408,1372,0,0
1,1134,0,0,2,4096,416,0,1
0,5987,3659,0,1,6408,2574,1302,1
2,6408,4032,1490,0,316,0,0,2
0,6408,4032,0,1,6408,3570,532,1
1,6408,2478,2390,0,6408,3386,0,0
1,0,0,0,3,2348,3892,0,1
1,6136,2079,3776,0,6408,1410,0,0
2,6408,1687,3124,0,2766,0,0,2
0,6408,3873,0,1,6408,1950,3492,1
0,6408,3248,0,1,6408,800,2862,1
1,6408,3392,2479,0,6408,3962,0,0
0,5734,628,0,1,6408,2994,40,1
0,1935,2700,0,1,6408,3066,3626,1
0,6408,4032,0,1,6408,1246,4032,1
1,6408,956,4032,0,6408,3724,0,0
1,6408,2102,2029,0,6408,2532,0,0
0,6408,1518,0,1,6408,1152,4032,1
1,6408,2564,4032,0,6408,134,0,0
1,4992,1800,3654,0,5596,3408,0,0
2,5029,169,0,1,4257,0,0,2
1,6408,3303,2154,0,6408,3708,0,0
0,5640,3999,0,1,6408,3738,3738,1
1,6408,3052,974,0,6261,2224,0,0
0,6408,2571,0,1,6408,3876,2868,1
1,6408,102,1170,0,6408,3586,0,0
2,1204,3692,0,1,6154,0,0,2
1,6090,0,0,2,6002,426,0,1
1,4784,639,1583,0,4784,1278,0,0
0,6408,293,0,1,6408,276,3714,1
3,4030,3696,0,1,0,0,0,2
0,6408,3626,0,1,6408,2142,2918,1
2,6331,2708,3462,0,2554,0,0,2
1,6408,1068,2773,0,6408,3758,0,0
0,6408,2002,0,1,6408,735,3538,1
0,6408,2988,0,1,6408,2828,2672,1
1,6408,1406,3461,0,6408,3080,0,0
1,6408,3999,1234,0,6408,4032,0,0
1,6408,3416,3012,0,6408,2904,0,0
1,6408,3492,1631,0,6408,3708,0,0
1,6408,1336,2871,0,6408,1360,0,0
0,6220,3844,0,1,5902,493,3526,1
1,4106,906,102,0,4106,1282,0,0
1,6408,3776,3410,0,6408,3856,0,0
1,5790,20,3414,0,5790,1860,0,0
1,6408,2684,2358,0,6408,1392,0,0
1,6408,2272,2558,0,6408,2842,0,0
3,6408,2715,2890,0,0,0,0,2
1,6408,3746,3013,0,6408,2902,0,0
1,6408,4032,1218,0,6090,1933,0,0
0,6408,200,0,1,6408,3758,2512,1
0,5920,3544,0,1,5920,145,2762,1
0,6408,1999,0,1,6408,3434,1982,1
0,5302,2100,0,1,5170,2926,1063,1
1,6408,1940,4032,0,6276,4032,0,0
1,6408,2676,2508,0,6408,3916,0,0
0,6408,3342,0,1,6408,4032,3452,1
3,5889,3878,4032,0,0,0,0,2
0,6408,1755,0,1,6408,2477,4032,1
1,1561,0,0,2,6408,2421,0,1
1,6408,3060,1624,0,6408,4032,0,0
0,5160,148,0,1,5160,1617,232,1
0,4734,1424,0,1,4734,2358,508,1
1,0,0,0,3,6134,3617,0,1
0,6076,2311,0,1,6002,2047,2380,1
0,0,0,0,3,6134,4032,1974,1
0,4678,2046,0,1,4678,1588,862,1
3,5772,4032,4032,0,0,0,0,2
0,6408,4032,0,1,6408,2464,3784,1
1,6408,3397,2684,0,6408,3900,0,0
1,6408,2645,3854,0,6276,4032,0,0
0,6408,3916,0,1,6408,3733,3526,1
1,6408,3120,933,0,6408,2500,0,0
3,6408,3110,4032,0,0,0,0,2
1,6408,2307,1553,0,6408,2834,0,0
1,6408,3342,687,0,4243,3733,0,0
0,6168,3375,0,1,6168,976,1206,1
0,6408,4032,0,1,6408,1408,3179,1
0,6408,4032,0,1,6408,226,2085,1
1,6408,4032,729,0,6231,622,0,0
1,6408,1834,2380,0,3860,1962,0,0
1,6408,2464,2954,0,6057,3687,0,0
0,6408,78,0,1,5896,3520,1563,1
1,5418,2195,114,0,3640,480,0,2
1,6408,2871,2928,0,5355,1829,0,0
1,6408,3492,2518,0,5860,3927,0,0
0,6000,3624,0,1,6000,1810,2511,1
0,6408,2412,0,1,6408,3520,2603,1
1,6408,1896,3384,0,6408,1778,0,0
0,2493,2222,0,1,6408,1541,4032,1
1,6408,3308,4032,0,6408,4032,0,0
0,4913,3916,0,1,6408,3520,2573,1
1,6408,838,126,0,3165,652,0,2
1,6408,2732,2469,0,6408,2063,0,0
3,6408,4032,1866,0,0,0,0,2
1,0,0,0,3,922,2508,0,1
1,6408,692,4032,0,6152,4032,0,0
0,6408,3436,0,1,5896,1028,2579,1
0,5820,3328,0,1,5820,663,2155,1
1,6408,1224,2830,0,6408,726,0,0
0,6408,4032,0,1,6408,4032,2369,1
1,6408,818,3222,0,6408,2868,0,0
0,6408,4032,0,1,6408,255,3878,1
1,6408,2000,3220,0,6408,2138,0,0
0,6408,4032,0,1,6408,1290,4032,1
0,5915,3539,0,1,5915,1725,3539,1
3,5988,3220,4032,0,0,0,0,2
0,0,0,0,3,6408,2572,3878,1
1,6408,3524,3056,0,6408,4032,0,0
1,6408,2710,4032,0,6408,3782,0,0
0,0,0,0,3,6261,3121,3724,1
0,6408,89,0,1,6408,501,3016,1
1,4265,3101,2552,0,5477,1666,0,0
1,6408,4032,514,0,6408,4032,0,0
3,6408,3738,3920,0,0,0,0,2
1,5624,0,0,2,6192,2207,0,1
1,6408,3816,3030,0,6408,2915,0,0
1,6408,2632,3331,0,6408,3484,0,0
1,6408,3418,2612,0,2901,969,0,0
0,6408,2805,0,1,6408,1250,2616,1
1,4707,0,0,2,4312,823,0,1
1,6408,2954,3962,0,6408,3885,0,0
2,2295,3,0,1,5250,0,0,2
1,6408,3916,530,0,6330,4032,0,0
1,4303,2392,1004,0,6408,2562,0,0
3,6408,4032,198,0,0,0,0,2
0,2198,3530,0,1,6408,154,1191,1
2,1869,3190,0,1,5661,0,0,2
1,6408,0,0,2,5298,4032,0,1
0,6249,2688,0,1,6408,1939,2124,1
0,5328,0,0,2,6408,3184,3692,1
1,6254,2519,2298,0,6408,3619,0,0
2,0,0,0,3,4507,0,0,2
0,5718,3776,0,1,5242,3510,1735,1
3,5134,347,0,1,0,0,0,2
0,6408,4032,0,1,6408,471,4032,1
3,6408,3383,0,1,0,0,0,2
0,6408,2623,0,1,5316,1690,3128,1
2,6212,4032,0,1,5307,0,0,2
0,5751,3916,0,1,6408,3793,1898,1
0,3739,0,0,2,6212,3901,2920,1
1,0,0,0,3,6408,3816,0,1
1,6408,3196,2982,0,6408,3325,0,0
1,6408,4032,1616,0,5454,4032,0,0
0,6408,2252,0,1,6408,565,2626,1
1,6134,3252,3758,0,6408,4032,0,0
0,6408,4032,0,1,6408,3808,3209,1
1,6408,4032,1684,0,6408,1792,0,0
0,5964,1516,0,1,5964,2132,252,1
0,6408,4032,0,1,6240,2269,3800,1
0,6408,3440,0,1,6408,1688,3188,1
0,6408,3916,0,1,6408,4032,1238,1
1,6408,3619,309,0,6408,2988,0,0
1,6408,1571,106,0,4131,1364,0,0
1,5987,2421,1625,0,6408,1052,0,0
0,6408,4032,0,1,6408,1488,3900,1
1,6408,378,3374,0,6408,1545,0,0
0,6408,3778,0,1,6408,1002,3748,1
0,6202,139,0,1,6202,1195,3537,1
1,6154,3446,668,0,6408,4032,0,0
0,6408,4032,0,1,6408,4032,1710,1
1,6408,4032,1586,0,6408,3885,0,0
0,6114,2864,0,1,6408,4032,2030,1
0,6408,4032,0,1,6408,2700,2108,1
1,6408,3387,1801,0,6228,2336,0,0
1,6408,983,4032,0,6408,4032,0,0
1,6408,1185,3714,0,6408,4032,0,0
0,6408,875,0,1,6408,3060,1833,1
1,6408,553,2972,0,4686,3916,0,0
1,6408,1680,412,0,6408,4032,0,0
1,6408,2424,276,0,6249,4032,0,0
1,6408,408,3072,0,4392,267,0,0
0,5016,39,0,1,5016,364,2640,1
0,0,0,0,3,6408,3426,4032,1
0,0,0,0,3,6408,3757,3283,1
1,6408,3498,1528,0,6408,3808,0,0
0,6408,2888,0,1,6408,3800,3410,1
0,6408,3800,0,1,6408,3916,2416,1
1,6408,2405,829,0,6408,1792,0,0
0,6408,2620,0,1,6408,3692,2037,1
1,6408,2548,997,0,5931,1534,0,0
1,6408,2603,295,0,6408,2912,0,0
0,6267,3432,0,1,6267,1084,3671,1
0,6408,3681,0,1,6408,2187,3916,1
0,6408,3030,0,1,6408,2948,3890,1
1,6408,3265,3724,0,6408,4032,0,0
1,6408,216,2152,0,6408,3325,0,0
1,6408,2259,3916,0,6408,3916,0,0
0,6408,2768,0,1,6408,3800,3800,1
1,2314,0,0,2,5874,3058,0,1
1,6408,3708,730,0,6408,3322,0,0
0,6408,4032,0,1,6408,943,3748,1
0,6408,1162,0,1,6408,905,3299,1
1,6408,2348,177,0,4913,1870,0,0
3,566,3559,0,1,0,0,0,2
2,6408,2972,0,1,6261,0,0,2
2,6408,1670,1778,0,4140,0,0,2
3,6408,3762,3493,0,0,0,0,2
0,5356,1936,0,1,4545,2830,2386,1
0,6408,3121,0,1,6408,1717,1195,1
3,6408,4032,3141,0,0,0,0,2
1,6408,2634,2812,0,6408,1966,0,0
3,5896,3054,0,1,0,0,0,2
2,1590,1365,0,1,2945,0,0,2
1,6408,3129,3019,0,3684,3510,0,0
1,6408,3616,1458,0,6408,4032,0,0
2,6154,3217,0,1,5757,0,0,2
2,0,0,0,3,5136,0,0,2
1,6408,1954,3547,0,5960,1740,0,0
1,5540,0,0,2,5455,1124,0,1
1,6408,2959,3002,0,6408,2295,0,0
0,4410,0,0,2,6408,4032,2883,1
1,6408,1518,2772,0,5931,3808,0,0
1,6408,761,4032,0,6408,2919,0,0
2,6029,182,0,1,5261,0,0,2
1,6408,3776,814,0,6408,3144,0,0
1,6408,3324,478,0,6408,2518,0,0
0,6408,3172,0,1,6408,354,3360,1
1,5521,2256,1727,0,5521,336,0,0
0,6408,4032,0,1,5931,3108,2931,1
0,5822,1346,0,1,5822,782,135,1
1,6408,1953,1995,0,5107,2808,0,0
0,6134,4032,0,1,6408,3628,2334,1
0,6408,3720,0,1,4296,664,3416,1
0,6266,4032,0,1,5832,2383,3213,1
3,6408,4032,4032,0,0,0,0,2
0,6408,1556,0,1,5426,2754,1745,1
1,6408,952,3564,0,6408,3999,0,0
1,6408,1756,3372,0,6408,2121,0,0
1,6002,2723,3378,0,6408,2148,0,0
1,6408,2332,313,0,6408,1639,0,0
0,6408,2848,0,1,6408,1394,3584,1
1,6408,4032,256,0,6408,4032,0,0
0,6408,3492,0,1,6408,3584,1755,1
0,3776,3579,0,1,6408,1753,3408,1
1,6408,3801,2838,0,6408,3535,0,0
1,6408,1069,524,0,6408,1768,0,0
1,6408,971,2813,0,5076,2658,0,0
0,0,0,0,3,5832,3668,3104,1
1,6408,974,253,0,6408,3336,0,0
0,2750,0,0,2,6408,1775,905,1
1,6408,3008,2805,0,6408,1986,0,0
0,0,0,0,3,6408,3166,1340,1
0,5896,359,0,1,6408,2896,4032,1
0,5145,1631,0,1,6408,4032,4032,1
1,4683,749,1084,0,6408,2988,0,0
0,0,0,0,3,6408,423,4032,1
1,6254,321,1481,0,4206,2176,0,0
1,6408,4032,4032,0,6408,3016,0,0
0,2258,3164,0,1,6408,430,2028,1
0,3399,3184,0,1,6408,2856,4032,1
1,6090,3136,959,0,6408,2762,0,0
0,0,0,0,3,6408,1104,3612,1
0,5987,4032,0,1,6408,1358,4032,1
1,6058,1834,3044,0,6190,3094,0,0
0,0,0,0,3,6408,3700,4032,1
1,6408,4032,2579,0,6408,4032,0,0
1,6408,962,2690,0,6408,956,0,0
1,6408,3886,3955,0,6408,1776,0,0
1,6276,3510,2962,0,5832,748,0,0
2,3606,4032,0,1,4578,0,0,2
3,1860,4032,0,1,0,0,0,2
3,3546,4032,159,0,0,0,0,2
1,5931,2033,1356,0,4882,4032,0,0
0,0,0,0,3,6408,3524,1334,1
0,0,0,0,3,6408,3184,3270,1
1,6330,2692,3924,0,6408,3808,0,0
3,6408,4032,4032,0,0,0,0,2
0,6408,4032,0,1,6408,4032,506,1
1,6027,2268,2896,0,6408,3402,0,0
0,4235,2783,0,1,6408,1882,3094,1
2,6408,1673,0,1,5440,0,0,2
3,6408,4032,4032,0,0,0,0,2
1,6134,898,2246,0,1394,2720,0,0
1,6408,1151,2298,0,6408,1934,0,0
0,6408,4032,0,1,6408,3878,986,1
0,5845,1161,0,1,5845,927,2273,1
1,6408,4032,3100,0,6254,3334,0,0
3,5372,4032,3901,0,0,0,0,2
2,6408,4032,2740,0,3802,0,0,2
0,5456,3080,0,1,5810,710,794,1
0,6308,2736,0,1,6308,1230,1762,1
1,5394,1198,48,0,5394,2514,0,0
1,6408,3984,800,0,6408,3878,0,0
1,6408,1148,3430,0,6408,850,0,0
0,6408,3288,0,1,6408,2004,3342,1
0,6169,4032,0,1,6408,1356,4032,1
1,6408,3150,4032,0,6408,2706,0,0
0,6054,3320,0,1,6408,2712,774,1
1,6408,1354,3316,0,6408,1076,0,0
3,6408,3774,0,1,0,0,0,2
1,6408,4032,1648,0,6408,4032,0,0
3,6408,2648,2942,0,0,0,0,2
1,3901,0,0,2,2066,59,0,2
3,6408,4032,0,1,0,0,0,2
2,5772,713,0,1,6362,0,0,2
1,6408,1130,3264,0,6408,3731,0,0
0,6408,3474,0,1,6408,389,2646,1
2,6408,980,0,1,5976,0,0,2
3,5537,2617,0,1,0,0,0,2
1,6408,877,738,0,6408,2225,0,0
1,6408,1586,1854,0,6408,3758,0,0
0,6408,2854,0,1,6408,2102,3104,1
1,6408,4032,3576,0,3997,1465,0,0
1,2705,0,0,2,6408,357,0,1
0,0,0,0,3,6408,3642,4032,1
0,6408,4032,0,1,6408,1399,3731,1
1,6408,4032,4032,0,6408,1537,0,0
2,4893,1384,0,1,5346,0,0,2
1,6408,2058,4032,0,6090,3916,0,0
1,5279,0,0,2,5274,939,0,1
0,6330,4032,0,1,5931,4032,1835,1
1,6408,3016,2237,0,6408,3336,0,0
1,6408,3612,2046,0,5931,3035,0,0
1,6408,1207,1967,0,6408,2422,0,0
1,6408,3384,2016,0,6408,4032,0,0
1,0,0,0,3,5976,4032,0,1
0,0,0,0,3,6408,3299,4032,1
0,6408,2783,0,1,6408,1089,3416,1
1,6408,923,3165,0,6408,3577,0,0
1,6408,2233,2834,0,6408,2400,0,0
0,6408,1393,0,1,6408,3708,2687,1
0,0,0,0,3,6408,4032,3192,1
0,6408,4032,0,1,6408,936,4032,1
0,0,0,0,3,6408,2031,4032,1
1,6408,3380,3112,0,6277,3901,0,0
0,4985,3162,0,1,6408,1844,4032,1
3,2866,3809,0,1,0,0,0,2
3,4767,561,0,1,0,0,0,2
1,6408,3584,1105,0,6277,3261,0,0
0,6408,2168,0,1,6408,651,3423,1
1,6408,4032,764,0,6408,4032,0,0
0,894,0,0,2,6408,795,4032,1
3,6408,4032,4032,0,0,0,0,2
2,5128,1396,0,1,5307,0,0,2
0,0,0,0,3,6408,3640,3885,1
0,6408,3513,0,1,4376,960,1014,1
3,5149,1501,0,1,0,0,0,2
2,6408,101,2270,0,2572,0,0,2
3,4546,4032,0,1,0,0,0,2
2,3807,2580,0,1,4021,0,0,2
0,6408,4032,0,1,6408,3738,984,1
3,6408,3190,0,1,0,0,0,2
3,5560,3456,0,1,0,0,0,2
1,4273,0,0,2,4997,3955,0,1
1,6408,4032,3847,0,6408,3510,0,0
3,6408,4032,4032,0,0,0,0,2
2,6408,2723,0,1,4539,0,0,2
1,6408,4032,1302,0,6408,3168,0,0
1,6408,1165,1250,0,6408,3568,0,0
1,6408,1555,2901,0,6408,3508,0,0
1,1923,0,0,2,6054,26,0,1
2,475,524,0,1,4482,0,0,2
1,6408,2324,3692,0,6408,180,0,0
3,6408,4032,4032,0,0,0,0,2
0,6408,4032,0,1,6408,857,4032,1
0,6195,4032,0,1,6408,4032,2021,1
0,6408,2940,0,1,6249,2351,2754,1
1,4449,0,0,2,4997,288,0,1
0,6408,3808,0,1,6408,1347,3916,1
0,6408,4032,0,1,6408,3565,604,1
1,6408,1802,2354,0,6408,3045,0,0
1,6408,1846,4032,0,6408,1666,0,0
1,6408,2555,3979,0,6408,3288,0,0
1,6408,1349,1805,0,6408,2772,0,0
2,4693,4032,0,1,1524,0,0,2
0,4677,1412,0,1,6408,3192,4,1
1,6408,3856,742,0,6408,3276,0,0
0,6408,1135,0,1,6408,3526,246,1
1,6408,3454,2428,0,6408,4032,0,0
2,812,4032,0,1,3984,0,0,2
1,5987,4032,1138,0,6408,2060,0,0
1,6331,4032,881,0,5370,1868,0,0
0,0,0,0,3,6134,4032,3916,1
3,5987,3454,1701,0,0,0,0,2
1,6408,4032,1160,0,6408,3143,0,0
1,5448,335,2785,0,5448,2816,0,0
2,6408,895,4032,0,3052,0,0,2
0,0,0,0,3,6408,4032,4032,1
0,0,0,0,3,6408,4032,4032,1
0,1524,4032,0,1,6330,1766,4032,1
3,6408,4032,1450,0,0,0,0,2
0,6408,4032,0,1,6408,1037,4032,1
0,6408,4032,0,1,6408,139,3912,1
0,2252,0,0,2,6408,1256,3113,1
0,0,0,0,3,6408,4032,2408,1
3,1726,1980,0,1,0,0,0,2
1,0,0,0,3,4638,1596,0,1
1,6408,3912,344,0,6408,3878,0,0
1,5853,0,0,2,6338,378,0,1
0,6134,2222,0,1,6408,1950,4032,1
0,4992,668,0,1,6408,1072,2000,1
0,5987,4032,0,1,6408,3264,1188,1
2,5720,782,3162,0,6044,0,0,0
1,6408,1608,4032,0,6408,4032,0,0
3,4724,3190,3771,0,0,0,0,2
0,6408,2970,0,1,6330,3493,3496,1
1,6408,39,4032,0,6408,4032,0,0
1,0,0,0,3,5096,4032,0,1
1,6249,1580,2045,0,6408,2927,0,0
0,2848,3184,0,1,5988,3378,4032,1
0,6408,2516,0,1,6408,1767,3838,1
1,4724,1344,1253,0,6408,3876,0,0
0,3295,3600,0,1,6408,4032,1512,1
1,6408,20,3432,0,5058,4032,0,0
0,6408,2240,0,1,6408,3047,1443,1
1,3543,4032,1976,0,6408,2931,0,0
0,6408,2232,0,1,6408,2972,2061,1
3,6310,3924,1628,0,0,0,0,2
1,5718,621,3520,0,6408,4032,0,0
0,2920,0,0,2,6408,679,3901,1
1,3546,54,4032,0,6408,4032,0,0
0,6408,3087,0,1,6408,2492,3916,1
0,6408,4032,0,1,6408,1049,4032,1
2,1137,2662,0,1,4000,0,0,2
1,6216,4032,31,0,1804,4032,0,0
1,0,0,0,3,4996,3836,0,1
1,5578,3202,1144,0,5578,2914,0,0
1,0,0,0,3,2911,3578,0,1
0,6408,3890,0,1,6154,1016,4032,1
0,6408,4032,0,1,6408,2097,4032,1
1,6408,357,2965,0,6408,1688,0,0
0,4872,3742,0,1,6408,3075,932,1
0,2912,0,0,2,4588,573,2129,1
2,1216,2568,0,1,2470,0,0,2
2,75,2609,0,1,797,0,0,2
0,5718,784,0,1,6408,2122,423,1
2,5704,211,0,1,5571,0,0,2
1,6408,3454,1877,0,6408,4032,0,0
1,6408,1993,4032,0,6154,4032,0,0
1,6408,2824,812,0,1873,2576,0,0
2,5590,3346,0,1,6408,0,0,2
3,6338,4032,3924,0,0,0,0,2
0,6408,1515,0,1,6408,3744,3401,1
0,4835,2613,0,1,4989,2613,647,1
0,3404,0,0,2,6408,1499,2639,1
0,6408,4032,0,1,6408,1256,1846,1
0,5096,4032,0,1,6408,3892,2876,1
0,6408,974,0,1,6154,1067,3778,1
0,6408,3520,0,1,5242,1156,2736,1
0,0,0,0,3,6120,3396,4032,1
0,4673,4032,0,1,6408,1619,3124,1
0,3301,925,0,1,3301,80,61,1
0,0,0,0,3,6408,2527,3189,1
0,5713,2338,0,1,6408,2287,4032,1
3,5129,3955,0,1,0,0,0,2
0,6261,3885,0,1,6408,3493,2075,1
1,6408,1590,4032,0,6408,3811,0,0
0,6408,4032,0,1,6408,1084,2988,1
1,5819,2247,809,0,5897,4,0,0
1,6408,0,0,2,5828,2469,0,1
1,6408,3441,3778,0,6156,2509,0,0
0,4385,170,0,1,6312,2776,792,1
0,6408,1156,0,1,6408,2299,4032,1
0,5988,4032,0,1,6408,2094,1753,1
1,6408,4032,2661,0,5896,4032,0,0
0,6408,3584,0,1,6408,2704,3744,1
1,6408,1883,625,0,6408,2809,0,0
0,6408,2404,0,1,6408,2228,3599,1
1,4791,2299,3244,0,5889,3924,0,0
3,6408,3339,3724,0,0,0,0,2
0,6408,2496,0,1,6408,3580,4032,1
0,5566,4032,0,1,6408,2861,1950,1
0,6408,4032,0,1,6408,3776,28,1
0,6408,4032,0,1,6408,2301,3058,1
0,0,0,0,3,6408,3595,3662,1
1,6408,3025,585,0,6300,3260,0,0
1,5453,1613,3592,0,6408,3570,0,0
2,3337,2928,0,1,6408,0,0,2
1,5718,3900,2548,0,6330,3069,0,0
0,6408,4032,0,1,6408,4032,2279,1
0,6408,4032,0,1,6408,3513,76,1
1,6408,892,3072,0,6408,2350,0,0
0,6261,4032,0,1,6408,653,3248,1
0,4991,2929,0,1,6408,2872,658,1
0,6408,1592,0,1,6408,971,2520,1
1,6330,3189,3792,0,6090,872,0,0
1,6408,1696,2872,0,6408,1740,0,0
1,5996,2708,1036,0,6408,4032,0,0
1,6408,1863,2120,0,6408,3513,0,0
2,6408,4032,1924,0,1068,0,0,2
2,4236,3098,0,1,5438,0,0,2
2,4263,3249,0,1,5220,0,0,2
0,6408,2195,0,1,6408,4032,581,1
0,6408,2412,0,1,6408,4032,1621,1
1,5360,0,0,2,4977,3336,0,1
0,6408,3740,0,1,6408,3247,1976,1
1,6408,1794,4032,0,6408,1840,0,0
0,5775,2562,0,1,5775,3257,621,1
0,0,0,0,3,6408,4032,2549,1
1,0,0,0,3,6408,2767,0,1
